BIO,review,cause,cause_ type,cause_tokenized,review_tokenized,review_tokenized_bert,cause_tokenized_bert,tagged_review_bert,emotion_keywords,emotion_ category,emotion_text,emotion
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","تفاجأت بالدكتور مصطفى محمود هذه المرة، الكتاب من حيث الفكرة مهم للغاية ... لكن أعتقد أنه اذا كان الملحدن يسعى للجواب على أسألته وليس مجرد الجدال واستعراض العضلات الفكرية، فإن أجوبة الدكتور مصطفى لن تكون شافية",بالدكتور مصطفى محمود أجوبة الدكتور مصطفى لن تكون شافية,جار و مجرور  /  جملة اسمية  اسم إن و خبرها ,"[ 'بالدكتور', 'مصطفى', 'محمود','أجوبة', 'الدكتور', 'مصطفى', 'لن', 'تكون', 'شافية']","['تفاجأت', 'بالدكتور', 'مصطفى', 'محمود', 'هذه', 'المرة،', 'الكتاب', 'من', 'حيث', 'الفكرة', 'مهم', 'للغاية', '...', 'لكن', 'أعتقد', 'أنه', 'اذا', 'كان', 'الملحدن', 'يسعى', 'للجواب', 'على', 'أسألته', 'وليس', 'مجرد', 'الجدال', 'واستعراض', 'العضلات', 'الفكرية،', 'فإن', 'أجوبة', 'الدكتور', 'مصطفى', 'لن', 'تكون', 'شافية']","['تف', '##اجات', 'بالد', '##كتور', 'مصطفى', 'محمود', 'هذه', 'المرة', '،', 'الكتاب', 'من', 'حيث', 'الفكرة', 'مهم', 'للغاية', '.', '.', '.', 'لكن', 'اعتقد', 'انه', 'اذا', 'كان', 'الملح', '##دن', 'يسعى', 'للج', '##واب', 'على', 'اسال', '##ته', 'وليس', 'مجرد', 'الجد', '##ال', 'واست', '##عراض', 'العضلات', 'الفكرية', '،', 'فان', 'اج', '##وبة', 'الدكتور', 'مصطفى', 'لن', 'تكون', 'شاف', '##ية']","['بالد', '##كتور', 'مصطفى', 'محمود', 'اج', '##وبة', 'الدكتور', 'مصطفى', 'لن', 'تكون', 'شاف', '##ية']","['O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",[],5,surprise,surprise
"['B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O']",البداية كانت ممتعة نوعا ما . الفكرة وراء هذه القصه الرمزيه رائعة,البداية . الفكرة وراء هذه القصه الرمزيه,جملة اسمية مبتدأ  / جملة اسمية مبتدأ  ,"['البداية', '.', 'الفكرة', 'وراء', 'هذه', 'القصه', 'الرمزيه']","['البداية', 'كانت', 'ممتعة', 'نوعا', 'ما', '.', 'الفكرة', 'وراء', 'هذه', 'القصه', 'الرمزيه', 'رائعة']","['البداية', 'كانت', 'ممتعة', 'نوعا', 'ما', '.', 'الفكرة', 'وراء', 'هذه', 'القصه', 'الرمز', '##يه', 'رايعة']","['البداية', '.', 'الفكرة', 'وراء', 'هذه', 'القصه', 'الرمز', '##يه']","['B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['رائعة ,surprise']",5,surprise,surprise
"['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I']",عجيب ما اعجبني هي ليونه وسهولة كتابة العقاد,ليونه وسهولة كتابة العقاد,جملة اسمية مبتدأ   و  معطوفات,"['ليونه', 'وسهولة', 'كتابة', 'العقاد']","['عجيب', 'ما', 'اعجبني', 'هي', 'ليونه', 'وسهولة', 'كتابة', 'العقاد']","['عجيب', 'ما', 'اعجب', '##ني', 'هي', 'ليون', '##ه', 'وسهولة', 'كتابة', 'العق', '##اد']","['ليون', '##ه', 'وسهولة', 'كتابة', 'العق', '##اد']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']","['عجيب ,surprise']",5,surprise,surprise
"['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']",أنا في البيت . والجدران . من غير الأحبة . سجن,من غير الأحبة,جار و مجرور   ,"['من', 'غير', 'الأحبة']","['أنا', 'في', 'البيت', '.', 'والجدران', '.', 'من', 'غير', 'الأحبة', '.', 'سجن']","['انا', 'في', 'البيت', '.', 'والجد', '##ران', '.', 'من', 'غير', 'الاح', '##بة', '.', 'سجن']","['من', 'غير', 'الاح', '##بة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O']",['سجن'],4,sadness,sadness
"['O', 'O', 'B', 'O', 'O', 'O', 'O']",لم يعجبني السعر أفضل لو ينزل شوي,السعر,جملة فعلية مفعول به,['السعر'],"['لم', 'يعجبني', 'السعر', 'أفضل', 'لو', 'ينزل', 'شوي']","['لم', 'يعجب', '##ني', 'السعر', 'افضل', 'لو', 'ينزل', 'شوي']",['السعر'],"['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","['لم يعجبني , sadness']",4,sadness,sadness
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","أكاد أجزم أن كل من قرأ هذه الرواية أقتبس أتعرفين ما هو الوطن يا صفية .. الوطن ألا يحدث ذلك كله؟ . عائد إلى حيفا هي أول ما أقرأ لكنفان غساني وبعد انتهائي منها شعرت بغصة في حلقي شعرت بالضعف ، بتفكك العرب ، بفقدان الوطن . فلم تصبح فلسطين لوحدها الآن هنالك سوريا ، العراق ، مصر واليمن","بتفكك العرب ، بفقدان الوطن . فلم تصبح فلسطين لوحدها الآن هنالك سوريا ، العراق ، مصر واليمن",جار و مجرور  / جار و مجرور / جملة فعلية,"['بتفكك', 'العرب', '،', 'بفقدان', 'الوطن', '.', 'فلم', 'تصبح', 'فلسطين', 'لوحدها', 'الآن', 'هنالك', 'سوريا', '،', 'العراق', '،', 'مصر', 'واليمن']","['أكاد', 'أجزم', 'أن', 'كل', 'من', 'قرأ', 'هذه', 'الرواية', 'أقتبس', 'أتعرفين', 'ما', 'هو', 'الوطن', 'يا', 'صفية', '..', 'الوطن', 'ألا', 'يحدث', 'ذلك', 'كله؟', '.', 'عائد', 'إلى', 'حيفا', 'هي', 'أول', 'ما', 'أقرأ', 'لكنفان', 'غساني', 'وبعد', 'انتهائي', 'منها', 'شعرت', 'بغصة', 'في', 'حلقي', 'شعرت', 'بالضعف', '،', 'بتفكك', 'العرب', '،', 'بفقدان', 'الوطن', '.', 'فلم', 'تصبح', 'فلسطين', 'لوحدها', 'الآن', 'هنالك', 'سوريا', '،', 'العراق', '،', 'مصر', 'واليمن']","['اك', '##اد', 'اجز', '##م', 'ان', 'كل', 'من', 'قرا', 'هذه', 'الرواية', 'اقت', '##بس', 'ات', '##عرف', '##ين', 'ما', 'هو', 'الوطن', 'يا', 'صفية', '.', '.', 'الوطن', 'الا', 'يحدث', 'ذلك', 'كله', '؟', '.', 'عايد', 'الى', 'حيفا', 'هي', 'اول', 'ما', 'اقرا', 'لكن', '##فان', 'غسان', '##ي', 'وبعد', 'انتها', '##يي', 'منها', 'شعرت', 'بغ', '##صة', 'في', 'حلق', '##ي', 'شعرت', 'بالض', '##عف', '،', 'بتف', '##كك', 'العرب', '،', 'بف', '##قدان', 'الوطن', '.', 'فلم', 'تصبح', 'فلسطين', 'لوحد', '##ها', 'الان', 'هنالك', 'سوريا', '،', 'العراق', '،', 'مصر', 'واليمن']","['بتف', '##كك', 'العرب', '،', 'بف', '##قدان', 'الوطن', '.', 'فلم', 'تصبح', 'فلسطين', 'لوحد', '##ها', 'الان', 'هنالك', 'سوريا', '،', 'العراق', '،', 'مصر', 'واليمن']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['بغصة','بالضعف]",4,sadness,sadness
"['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']",أصابني هذا الكتاب بصدمة من نوع ما .. توقعته رومانسيا ... وقد كان . لكنها كانت رومانسية موجعة . اصابني هذا الكتاب بقشعريرة . وداعبت الدموع عيني . كتاب رائع .. لكنه حزين جدا ومقبض,هذا الكتاب  هذا الكتاب  الكتاب,جملة فعلية مفعول به /جملة فعلية مفعول به,"['هذا ','الكتاب','.',' هذا ','الكتاب','.', 'كتاب']","['أصابني', 'هذا', 'الكتاب', 'بصدمة', 'من', 'نوع', 'ما', '..', 'توقعته', 'رومانسيا', '...', 'وقد', 'كان', '.', 'لكنها', 'كانت', 'رومانسية', 'موجعة', '.', 'اصابني', 'هذا', 'الكتاب', 'بقشعريرة', '.', 'وداعبت', 'الدموع', 'عيني', '.', 'كتاب', 'رائع', '..', 'لكنه', 'حزين', 'جدا', 'ومقبض']","['اصاب', '##ني', 'هذا', 'الكتاب', 'بصد', '##مة', 'من', 'نوع', 'ما', '.', '.', 'توقعت', '##ه', 'رومانسي', '##ا', '.', '.', '.', 'وقد', 'كان', '.', 'لكنها', 'كانت', 'رومانسية', 'موج', '##عة', '.', 'اصاب', '##ني', 'هذا', 'الكتاب', 'بق', '##شعر', '##يرة', '.', 'وداع', '##بت', 'الدموع', 'عيني', '.', 'كتاب', 'رايع', '.', '.', 'لكنه', 'حزين', 'جدا', 'ومق', '##بض']","['الكتاب', 'كتاب']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['الدموع ,sadness', 'رائع ,joy', 'حزين ,sadness']",4,sadness,sadness
"['O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",اتمني منهم الرد على الاتصال الخارجي من خارج المملكه . لا يوجد واي فاي في الغرفه,الرد على الاتصال الخارجي من خارج المملكه . لا يوجد واي فاي في الغرفه,جملة فعلية مفعول به / جملة فعلية,"['الرد', 'على', 'الاتصال', 'الخارجي', 'من', 'خارج', 'المملكه', '.','لا', 'يوجد', 'واي', 'فاي', 'في', 'الغرفه']","['اتمنا', 'منهم', 'الرد', 'على', 'الاتصال', 'الخارجي', 'من', 'خارج', 'المملكه', '.', 'لا', 'يوجد', 'واي', 'فاي', 'في', 'الغرفه']","['اتم', '##نا', 'منهم', 'الرد', 'على', 'الاتصال', 'الخارجي', 'من', 'خارج', 'الممل', '##كه', '.', 'لا', 'يوجد', 'واي', 'فاي', 'في', 'الغرف', '##ه']","['الرد', 'على', 'الاتصال', 'الخارجي', 'من', 'خارج', 'الممل', '##كه', '.', 'لا', 'يوجد', 'واي', 'فاي', 'في', 'الغرف', '##ه']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",['اتمني'],4,sadness,sadness
"['O', 'O', 'B', 'I', 'I','I']",سئ . ليس فيه كثير نفع,ليس فيه كثير نفع,اسم ليس و خبرها (جار و مجرور),"['ليس', 'فيه', 'كثير', 'نفع']","['سئ', '.','ليس', 'فيه', 'كثير', 'نفع']","['سي', '.', 'ليس', 'فيه', 'كثير', 'نفع']","['ليس', 'فيه', 'كثير', 'نفع']","['O', 'O', 'B', 'I', 'I', 'I']",[],4,sadness,sadness
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","أول قراءة للرواية الفائزة بجائزة نجيب محفوظ للرواية والمرشحة في القائمة القصيرة للبوكر . تبدو هذه الرواية ملفتة استنادا على تضارب الأراء الكبير جدا عليها، البعض يراها رواية متكاملة وتستحق الترشيح بل وأيضا الفوز بالبوكر و لكن اري انها كبنية أدبية قتلها التكرار والتفاصيل الصغيرة والتي قد لا تهم القارئ لهذا كان من الأفضل الاستغناء عنها . الملل هو الشعور السائد أثناء قراءتي لها",انها كبنية أدبية قتلها التكرار والتفاصيل الصغيرة والتي قد لا تهم القارئ .,اسم  ان  و خبرها (جملة فعلية) / جملة اسمية مبتدأ ,"['انها', 'كبنية', 'أدبية', 'قتلها', 'التكرار', 'والتفاصيل', 'الصغيرة', 'والتي', 'قد', 'لا', 'تهم', 'القارئ']","['أول', 'قراءة', 'للرواية', 'الفائزة', 'بجائزة', 'نجيب', 'محفوظ', 'للرواية', 'والمرشحة', 'في', 'القائمة', 'القصيرة', 'للبوكر', '.', 'تبدو', 'هذه', 'الرواية', 'ملفتة', 'استنادا', 'على', 'تضارب', 'الأراء', 'الكبير', 'جدا', 'عليها،', 'البعض', 'يراها', 'رواية', 'متكاملة', 'وتستحق', 'الترشيح', 'بل', 'وأيضا', 'الفوز', 'بالبوكر', 'و', 'لكن', 'اري', 'انها', 'كبنية', 'أدبية', 'قتلها', 'التكرار', 'والتفاصيل', 'الصغيرة', 'والتي', 'قد', 'لا', 'تهم', 'القارئ', 'لهذا', 'كان', 'من', 'الأفضل', 'الاستغناء', 'عنها', '.', 'الملل', 'هو', 'الشعور', 'السائد', 'أثناء', 'قراءتي', 'لها']","['اول', 'قراءة', 'للر', '##واية', 'الفايز', '##ة', 'بجايزة', 'نجيب', 'محفوظ', 'للر', '##واية', 'والمر', '##ش', '##حة', 'في', 'القايمة', 'القصيرة', 'للب', '##وكر', '.', 'تبدو', 'هذه', 'الرواية', 'ملف', '##تة', 'استنادا', 'على', 'تض', '##ارب', 'الاراء', 'الكبير', 'جدا', 'عليها', '،', 'البعض', 'يراها', 'رواية', 'متكاملة', 'وتست', '##حق', 'الترشيح', 'بل', 'وايضا', 'الفوز', 'بالب', '##وكر', 'و', 'لكن', 'اري', 'انها', 'كب', '##نية', 'ادبية', 'قتله', '##ا', 'التك', '##رار', 'والتف', '##اصيل', 'الصغيرة', 'والتي', 'قد', 'لا', 'تهم', 'القاري', 'لهذا', 'كان', 'من', 'الافضل', 'الاستغناء', 'عنها', '.', 'الملل', 'هو', 'الشعور', 'السايد', 'اثناء', 'قراء', '##تي', 'لها']","['انها', 'كب', '##نية', 'ادبية', 'قتله', '##ا', 'التك', '##رار', 'والتف', '##اصيل', 'الصغيرة', 'والتي', 'قد', 'لا', 'تهم', 'القاري']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['تضارب ,anger', 'الفوز ,joy', 'الملل ,sadness']",4,sadness,sadness
"['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']",لم يعجبنى بالمره ... لوجود بعض الالفاظ الشركيه . ربنا يعفو عنا و يعفينا,لوجود بعض الالفاظ الشركيه,جار و مجرور,"['لوجود', 'بعض', 'الالفاظ', 'الشركيه']","['لم', 'يعجبنى', 'بالمره', '...', 'لوجود', 'بعض', 'الالفاظ', 'الشركيه', '.', 'ربنا', 'يعفو', 'عنا', 'و', 'يعفينا']","['لم', 'يعجب', '##نى', 'بالم', '##ره', '.', '.', '.', 'لوجود', 'بعض', 'الالفاظ', 'الشرك', '##يه', '.', 'ربنا', 'يع', '##فو', 'عنا', 'و', 'يع', '##فين', '##ا']","['لوجود', 'بعض', 'الالفاظ', 'الشرك', '##يه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[],4,sadness,sadness
"['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']",أنت . دمع عيني . و ثقل الأيام . فجر المدينة . و وحدتي . فنجان قهوة علي شرفتي . و وطن بعيد . لا بحور علي الأرض . كل الماء . عينيك,أنت عينيك,جملة اسمية مبتدأ ,"['أنت','عينيك']","['أنت', '.', 'دمع', 'عيني', '.', 'و', 'ثقل', 'الأيام', '.', 'فجر', 'المدينة', '.', 'و', 'وحدتي', '.', 'فنجان', 'قهوة', 'علي', 'شرفتي', '.', 'و', 'وطن', 'بعيد', '.', 'لا', 'بحور', 'علي', 'الأرض', '.', 'كل', 'الماء', '.', 'عينيك']","['انت', '.', 'دم', '##ع', 'عيني', '.', 'و', 'ثقل', 'الايام', '.', 'فجر', 'المدينة', '.', 'و', 'وحد', '##تي', '.', 'فنجان', 'قهوة', 'علي', 'شرف', '##تي', '.', 'و', 'وطن', 'بعيد', '.', 'لا', 'بح', '##ور', 'علي', 'الارض', '.', 'كل', 'الماء', '.', 'عينيك']","['أنت','عينيك']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']","['دمع ,sadness']",4,sadness,sadness
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']",الروايه الوحيدة إللي قرأتها لاجاثا وحبيتها . لا أستطيع احتمال غموض هذه الكاتبه,الرواية غموض هذه الكاتبه,جملة اسمية مبتدأ  / جملة اسمية مضاف اليه,"['الرواية','غموض', 'هذه', 'الكاتبه']","['الروايه', 'الوحيدة', 'إللي', 'قرأتها', 'لاجاثا', 'وحبيتها', '.', 'لا', 'أستطيع', 'احتمال', 'غموض', 'هذه', 'الكاتبه']","['الروا', '##يه', 'الوحيدة', 'اللي', 'قرات', '##ها', 'لاج', '##اث', '##ا', 'وحب', '##يتها', '.', 'لا', 'استطيع', 'احتمال', 'غموض', 'هذه', 'الكاتب', '##ه']","['الرواية', 'غموض', 'هذه', 'الكاتب', '##ه']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I']",[],4,sadness,sadness
"['O', 'O', 'B', 'I', 'I','I']",لم تعجبني الراوية .اسهاب ممل,الراوية . اسهاب ممل,جملة اسمية مبتدأ  /  جملة اسمية,"['الراوية', '.','اسهاب', 'ممل']","['لم', 'تعجبني', 'الراوية', '.','اسهاب', 'ممل']","['لم', 'تعجب', '##ني', 'الراوي', '##ة', '.', 'اس', '##هاب', 'ممل']","['الراوي', '##ة', '.', 'اس', '##هاب', 'ممل']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']","['ممل ,sadness']",4,sadness,sadness
"['O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O','O','B', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",السلبيات : . اسم المجموعه القصصيه طبعا مش عجبني خالص تحس و ده فرق معايا جدا . في قصص مفهتمش هو عايز يوصل ايه,اسم المجموعه القصصيه . في قصص مفهتمش هو عايز يوصل ايه,جملة اسمية مبتدأ / جملة فعلية,"['اسم', 'المجموعه', 'القصصيه', '.', 'في', 'قصص', 'مفهتمش', 'هو', 'عايز', 'يوصل', 'ايه']","['السلبيات', ':', '.', 'اسم', 'المجموعه', 'القصصيه', 'طبعا', 'مش', 'عجبني', 'خالص', 'تحس', 'و', 'ده', 'فرق', 'معايا', 'جدا','.','في', 'قصص', 'مفهتمش', 'هو', 'عايز', 'يوصل', 'ايه']","['السلبي', '##ات', ':', '.', 'اسم', 'المجموع', '##ه', 'القصص', '##يه', 'طبعا', 'مش', 'عجب', '##ني', 'خالص', 'تحس', 'و', 'ده', 'فرق', 'معا', '##يا', 'جدا', '.', 'في', 'قصص', 'مفه', '##تم', '##ش', 'هو', 'عايز', 'يوصل', 'ايه']","['اسم', 'المجموع', '##ه', 'القصص', '##يه', '.', 'في', 'قصص', 'مفه', '##تم', '##ش', 'هو', 'عايز', 'يوصل', 'ايه']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']",[],4,sadness,sadness
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']",هوتيل تعيس والخدمة آتعس ولا يستحق رفع القيمة المدفوعة . . هوتيل غير نظيف والخدمة اسوآ وقيمته لا تستحق ربع الذي دفعته,هوتيل غير نظيف والخدمة اسوآ,جملة  اسمية مبتدأ و معطوفات,"[ 'هوتيل', 'غير', 'نظيف', 'والخدمة', 'اسوآ']","['هوتيل', 'تعيس', 'والخدمة', 'آتعس', 'ولا', 'يستحق', 'رفع', 'القيمة', 'المدفوعة', '.', '.', 'هوتيل', 'غير', 'نظيف', 'والخدمة', 'اسوآ', 'وقيمته', 'لا', 'تستحق', 'ربع', 'الذي', 'دفعته']","['هوت', '##يل', 'تع', '##يس', 'والخدمة', 'ات', '##ع', '##س', 'ولا', 'يستحق', 'رفع', 'القيمة', 'المدفوعة', '.', '.', 'هوت', '##يل', 'غير', 'نظيف', 'والخدمة', 'اسوا', 'وقيم', '##ته', 'لا', 'تستحق', 'ربع', 'الذي', 'دفعت', '##ه']","['هوت', '##يل', 'غير', 'نظيف', 'والخدمة', 'اسوا']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['تعيس ,sadness']",4,sadness,sadness
"['B', 'O', 'O', 'O', 'B', 'I']",خدمه غير جيده . الخدمه والنظافه,خدمه . الخدمه والنظافه,جملة  اسمية مبتدأ و معطوفات,"['خدمه,'الخدمه', 'والنظافه']","['خدمه', 'غير', 'جيده', '.', 'الخدمه', 'والنظافه']","['خدمه', 'غير', 'جيد', '##ه', '.', 'الخدمه', 'والن', '##ظا', '##فه']","['خدمه','الخدمه', 'والن', '##ظا', '##فه']","['B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I']",[],4,sadness,sadness
